uid,namedLocation,date,domainID,siteID,plotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,otherTagID,otherTagOrg,samplingProtocolVersion,identificationHistoryID,taxonID,scientificName,genus,family,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF,publicationDate,release
"e68bce52-d54c-4f0a-a0ef-654c7818e20b","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061","43",17.8,285.8,"map and tag","NEON.PLA.D07.MLBS.00154",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"456f5d1b-eea7-4924-8c05-7e336a24fbf6","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00121",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"HAVI4","Hamamelis virginiana L.","Hamamelis","Hamamelidaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"14d93127-deb6-4773-a086-1598e2753c73","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076","57",1.4,111.2,"map and tag","NEON.PLA.D07.MLBS.00279",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"ccd25f43-ffcd-4eef-9c59-7200a62df644","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00151",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"a221e576-d2f2-4906-a027-cc312a0c9d01","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076","25",18.4,293.3,"map and tag","NEON.PLA.D07.MLBS.00253",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"532a8d0d-1f39-4488-9d31-2a30cef9c14d","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","21",23.8,47.6,"map and tag","NEON.PLA.D07.MLBS.00049",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"5cbc8ca5-64ea-4b23-86c2-025f6a32ea8c","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061","43",12.9,205.7,"map and tag","NEON.PLA.D07.MLBS.00104",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"e8e43d80-c8c2-420e-9bcf-7cc6f9e3434d","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00228",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"KALA","Kalmia latifolia L.","Kalmia","Ericaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"00e5a7a4-a83d-4737-bec1-04af6fc541c0","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","61",14.3,256.4,"map and tag","NEON.PLA.D07.MLBS.00096A",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"MAAC","Magnolia acuminata (L.) L.","Magnolia","Magnoliaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"7e15e8ae-fb98-4204-a407-a48383d0b44a","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00249",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"VACO","Vaccinium corymbosum L.","Vaccinium","Ericaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"9de0ad63-298c-4fda-8b36-0e9cd80355ea","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00007",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"KALA","Kalmia latifolia L.","Kalmia","Ericaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"ff415638-cb92-47be-a236-e608ea7389de","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","61",14.1,183.6,"map and tag","NEON.PLA.D07.MLBS.00074",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QURU","Quercus rubra L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"dd286554-21fe-4f12-974c-a8d847b2d977","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00008",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"HAVI4","Hamamelis virginiana L.","Hamamelis","Hamamelidaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"784847a4-96b9-4a96-abde-26c4a427cca6","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","21",6.3,78.9,"map and tag","NEON.PLA.D07.MLBS.00025",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QURU","Quercus rubra L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"a8c81928-fa9b-4309-a32a-54cccc482c0f","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076","25",18,297,"map and tag","NEON.PLA.D07.MLBS.00251A",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"96467342-c9c5-434b-b463-4ae6eab30668","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00108",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"3643c7ce-8fd0-42ec-96e8-402485bf292c","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00180",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"HAVI4","Hamamelis virginiana L.","Hamamelis","Hamamelidaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"53e15cac-28aa-4fff-a2d3-b85265bd194b","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00293",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"HAVI4","Hamamelis virginiana L.","Hamamelis","Hamamelidaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"c5ba4ede-af0e-4d3f-911c-5b45fcc5bef7","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076","57",19.4,112.1,"map and tag","NEON.PLA.D07.MLBS.00330",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"ba68f842-587c-452d-8fca-1f649c9e441b","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","61",15.9,263.3,"map and tag","NEON.PLA.D07.MLBS.00081",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUAL","Quercus alba L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"cbc570d7-4919-457a-b437-e86989699f4e","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","61",23.9,234.5,"map and tag","NEON.PLA.D07.MLBS.00062",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,"cf. species",NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"5b01c579-2327-41f7-938c-5638ddd79654","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00250",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"VACO","Vaccinium corymbosum L.","Vaccinium","Ericaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"3ca3f0be-76db-417b-b15c-6b846a434c6d","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061","43",25,316.8,"map and tag","NEON.PLA.D07.MLBS.00172",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUERC","Quercus sp.","Quercus","Fagaceae","genus",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"50e69797-8412-4653-8611-9012b4969aec","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076","57",19.3,160.7,"map and tag","NEON.PLA.D07.MLBS.00302",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QURU","Quercus rubra L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"e21c9211-1c1b-42db-aab5-f6d914698fbc","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076","57",17.6,111.6,"map and tag","NEON.PLA.D07.MLBS.00328",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"b8e8bff1-dff4-4500-ab5f-aa65915c8885","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076","57",21.5,132.1,"map and tag","NEON.PLA.D07.MLBS.00312",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"1bd279b3-20fc-471e-a90f-e638eb2c5c91","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061","43",25.2,322.3,"map and tag","NEON.PLA.D07.MLBS.00173",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"3d5b655f-7d15-4949-9c45-7fbf9b364441","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","61",15.3,239.1,"map and tag","NEON.PLA.D07.MLBS.00078",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUAL","Quercus alba L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"19fa2a25-92a1-4bb5-b997-6c23c83e707a","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","21",20.6,47.7,"map and tag","NEON.PLA.D07.MLBS.00048",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ROPS","Robinia pseudoacacia L.","Robinia","Fabaceae","species",NA,NA,NA,"cf. species",NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"2e2d36ac-8c06-41c3-a267-63afa22200fe","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00132",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"e16f8bc1-ba5e-4b9d-afde-0f6fbccd0093","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00290",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"0f59e39a-a688-4620-a6ec-aa29643bc3e8","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","61",20.6,198.4,"map and tag","NEON.PLA.D07.MLBS.00071",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QURU","Quercus rubra L.","Quercus","Fagaceae","species",NA,NA,NA,"cf. species",NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"d19bd43e-2c0a-4b71-a6b8-fb42b373864a","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00190",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"6f891ac5-4fe7-4bbe-8095-02566c0282e8","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","61",11,211.5,"map and tag","NEON.PLA.D07.MLBS.00094",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"cac37f32-361a-41bd-8f01-e6fe17ff5c35","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00222",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"VACO","Vaccinium corymbosum L.","Vaccinium","Ericaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"0cb35abe-e314-4af9-8788-d029da5c529b","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076","25",20.1,343.3,"map and tag","NEON.PLA.D07.MLBS.00220",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"PINUS","Pinus sp.","Pinus","Pinaceae","genus",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"ed487862-c0b0-433e-8a31-5bd76a5be75f","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061","43",15.7,185.2,"map and tag","NEON.PLA.D07.MLBS.00107",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUAL","Quercus alba L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"ce119619-dde2-4a97-966c-46dcb1511d93","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00270",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"VACO","Vaccinium corymbosum L.","Vaccinium","Ericaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"27a97961-2d8b-452d-a26c-3b15e68ba099","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076","57",14.1,106,"map and tag","NEON.PLA.D07.MLBS.00335",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QURU","Quercus rubra L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"954b75aa-2c66-442d-8ec8-206b5810082b","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076","57",12.4,127.3,"map and tag","NEON.PLA.D07.MLBS.00289",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"52a6996c-6412-4a45-a397-2b0cfbe69215","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061","43",17.8,237.6,"map and tag","NEON.PLA.D07.MLBS.00141A",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"ada309f0-55a3-46ae-b3dc-13f5a9490428","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00106",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"HAVI4","Hamamelis virginiana L.","Hamamelis","Hamamelidaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"a2b9a9b6-f965-441e-86c2-6248c4bfaf35","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061","43",2.7,238.5,"map and tag","NEON.PLA.D07.MLBS.00128",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"46234c6f-026b-466f-be88-a5505324e97a","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","61",19.5,181.4,"map and tag","NEON.PLA.D07.MLBS.00073A",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QURU","Quercus rubra L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"a69ddda9-7573-482c-8d89-d810512131aa","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00153",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ILMO","Ilex montana Torr. & A. Gray ex A. Gray","Ilex","Aquifoliaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"d1331362-829f-4c62-aaa2-4a63d7ea1ee7","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00069",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"AMLA","Amelanchier laevis Wiegand","Amelanchier","Rosaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"1d0b5e02-39d7-4572-8d92-9389588826c2","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","21",11.3,48.8,"map and tag","NEON.PLA.D07.MLBS.00019",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QURU","Quercus rubra L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"50551fd5-9674-43f0-9329-f84c9adc9545","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00314",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"89637298-f209-4a92-bfa3-7997bb4fb95d","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076","57",7.4,107.9,"map and tag","NEON.PLA.D07.MLBS.00285",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUCO2","Quercus coccinea Münchh.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"67ebcfe2-7228-43bd-a013-8a014d9f767b","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","21",18.1,86.3,"map and tag","NEON.PLA.D07.MLBS.00035",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUAL","Quercus alba L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"962b71ab-5daa-402d-ba5e-6fea6cb7026b","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061","43",19.1,332.9,"map and tag","NEON.PLA.D07.MLBS.00187",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUAL","Quercus alba L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"d455e296-1c92-4d79-aa0a-275fe1366ca5","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064","21",12.7,8.1,"map and tag","NEON.PLA.D07.MLBS.00037",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QUAL","Quercus alba L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"50ed4882-cc02-4a1a-a5ae-4f75ccea3740","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061","43",11.2,265.9,"map and tag","NEON.PLA.D07.MLBS.00133",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"AMLA","Amelanchier laevis Wiegand","Amelanchier","Rosaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"fa870673-be24-443f-8b2f-e769205202d2","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061","43",19.1,196.9,"map and tag","NEON.PLA.D07.MLBS.00100C",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"ACRU","Acer rubrum L.","Acer","Aceraceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"cd7c2ffb-4de2-4c91-a073-b03b2d143ac1","MLBS_064.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_064",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00027",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"AMLA","Amelanchier laevis Wiegand","Amelanchier","Rosaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"e4da880c-b35f-4439-a6a8-4ff74ae45bfc","MLBS_061.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_061",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00115",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"f49bed84-009d-439d-b693-a9b754d96a70","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00259",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"VACO","Vaccinium corymbosum L.","Vaccinium","Ericaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"14473bd1-a014-4de5-89b8-a03f5598f24b","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00336",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"00888c90-8a70-41ab-808f-34ee2c9bb5f0","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076","57",16.4,139.1,"map and tag","NEON.PLA.D07.MLBS.00318",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"QURU","Quercus rubra L.","Quercus","Fagaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
"595df3b9-3c8c-4cee-9b5f-13f4877186ae","MLBS_076.basePlot.vst",2015-09-28,"D07","MLBS","MLBS_076",NA,NA,NA,"tag only","NEON.PLA.D07.MLBS.00309",NA,NA,NA,NA,"NEON.DOC.000987vE",NA,"NYSY","Nyssa sylvatica Marshall","Nyssa","Cornaceae","species",NA,NA,NA,NA,NA,"cjuneau@field-ops.org","mcumberland@field-ops.org",NA,"20260106T160319Z","RELEASE-2026"
